Strategy Name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
SC 1-WS,92.91767311814445,66.90433626507401,72.83109527680887,77.1301177097913,72.94455660884074,81.03003532155586,71.39501068899183,40.81723072057013,42.87151058514285,43.47402471790605,45.85839210264916,52.81435738450676,60.24517529026313,61.60330850541133,62.20420482154159,59.070894260864605,63.419341160658334,69.27907896708606,83.23558812820752,72.37047744985395,81.64407045043465,71.55840168541889,77.52090003495107
SC 1-LS,94.96735732960109,103.42356700249077,121.78184523283274,127.29605565271484,141.099212316385,147.14634420489188,175.5987654152388,194.13203029931614,233.5356895618479,264.97319907741667,255.95628769257107,257.78314129043736,298.9988684394655,331.7761929559269,332.62660770387197,392.29526858085757,444.7078328514633,388.4936369414896,424.3163694899183,577.4815453955418,658.9471556208708,615.174984812123,716.5005555870896
EW,84.93181058766929,63.808726946672635,81.03688433349802,88.52814436001286,92.17182129142344,106.1392701902758,112.55037927559438,71.36572825757833,90.52045012437226,104.94540560000023,107.05977625166237,123.94854261257814,163.8854792597287,186.04254992625033,187.7423034028402,210.09254720571988,254.69098687588365,243.06286504563542,319.21466197785134,372.51398071818284,479.62549922491803,393.55708974653106,496.34277874654936
