Date,spy,spyv,spyg,true label,1 ws,1 ld ,3 ws,3 ls,sc 1-ws,sc 1-ls,best,,,,,,,,,,,,,100,,,,,,,,
,,,,,,,,,,,Date,spy,spyv,spyg,true label,1 ws,1 ld ,3 ws,3 ls,sc 1-ws,sc 1-ls,,Date,SPY,SPYV,SPYG,1-WS,1-LS,3-WS,3-LS,SC 1-WS,SC 1-LS
12/18/19,6.23E-05,-0.000286847,0.000724412,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/21/13,5.77E-05,0.000112924,0.001497649,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/9/16,5.46E-05,-0.003153787,0.001787411,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/26/14,5.36E-05,0.000545647,-0.000230904,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/24/14,5.02E-05,0.000907351,-0.000648644,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/28/15,5.00E-05,0.002332042,-0.001754002,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/14/16,4.79E-05,0.00162264,0.001087031,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/31/16,4.71E-05,0.000592758,-0.000776129,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/20/16,4.69E-05,0.000690931,0.002114085,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/1/16,4.61E-05,-0.003660112,0.000949882,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/7/17,4.36E-05,-0.001354361,0.001098946,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/28/17,4.10E-05,-0.002295225,0.001820668,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/26/17,4.06E-05,-0.00286385,0.00114717,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/31/18,3.46E-05,-0.000959834,0.001050659,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/24/19,3.12E-05,-0.000573171,0.000478707,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/14/20,2.98E-05,0.002574787,-0.001209638,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/19/07,0,-0.000485397,-0.001377316,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/31/10,0,0.003971328,-0.006717528,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/30/12,0,-0.001750642,-0.001227771,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/31/12,0,0.003535998,-0.002137271,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/27/13,0,-0.00087809,-0.000562531,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/10/13,0,0.001185847,-0.001067402,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/30/13,0,-0.001733755,0.002220927,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/22/16,0,0.007133722,-0.005529798,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/10/17,0,0.000634639,0.000465462,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/8/18,0,-0.000680257,0.000291446,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/8/18,0,0.005767445,-0.005068279,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/11/22,0,0.004312446,-0.004291871,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/21/23,0,-0.000225358,0.00080818,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/9/17,-4.05E-05,-0.00260739,0.001727044,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/22/16,-4.58E-05,-0.002687183,-0.000565873,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/17/23,-4.59E-05,0.002160844,-0.002130075,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/27/13,-5.41E-05,0.000976068,-0.00070403,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/20/13,-6.03E-05,0.000470121,-0.00105035,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/19/19,-6.61E-05,-0.003082449,0.003043422,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/14/07,-6.69E-05,-0.001621416,0.001220954,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/11/13,-6.82E-05,-0.00107479,0.001184276,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/23/20,-7.19E-05,0.00072535,-0.000254943,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/13/11,-7.63E-05,-0.002197819,0.006299004,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/22/06,-7.71E-05,0.000524408,-0.000408149,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/2/06,-7.74E-05,-0.003823661,-0.000588469,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/6/10,-8.63E-05,0.00166183,-0.005416772,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/31/17,-8.83E-05,0.000544316,-0.000645597,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/27/10,-8.95E-05,0.004301174,-0.003871152,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/14/10,-9.11E-05,-0.002090438,0.000832937,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/7/16,-9.14E-05,0.000671324,0.000848373,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/24/09,-9.69E-05,-0.000736196,0,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/7/18,-0.000108073,0.004313364,-0.004429739,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/4/13,-0.000111261,-0.000883755,0.002895611,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/6/09,-0.000111396,0.00063189,-0.006185742,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/13/13,-0.000112066,0.001451582,-0.001453946,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/13/17,-0.000112449,-0.001622849,0.001513327,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/7/17,-0.000121623,-0.004497244,0.003422362,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/15/17,-0.000121662,0.001750225,0.000492748,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/17/17,-0.000122148,-0.002267366,0.000165631,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/16/07,-0.000129814,-0.002649711,-0.001685119,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/28/07,-0.000132538,0.003191912,0.001046297,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/16/13,-0.000136205,0.003630266,0.002821666,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/13/16,-0.000139709,0.001069247,-0.000192508,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/23/15,-0.000141849,0.001659943,0.0023845,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/25/15,-0.000143181,-0.001420198,0.000778151,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/9/15,-0.000143944,0.000591216,-0.002815012,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/31/06,-0.000144958,-0.001740772,-0.001530462,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/23/18,-0.000150076,0.002017514,-0.001180804,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/5/11,-0.00015009,0.001591635,0.000839183,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/17/11,-0.000150605,-0.000146276,-0.001989854,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/31/06,-0.00015299,-0.001305552,0.001619261,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/1/11,-0.000159793,-0.004188556,0.00377594,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/23/06,-0.000160353,0.000979452,0.003323506,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/30/13,-0.000163481,0.002709337,-0.001409154,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/3/14,-0.000164312,0.001086782,0.002600396,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/8/17,-0.000166825,-0.001238478,0.001026374,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/19/23,-0.000168993,0.000484987,-0.000178666,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/30/10,-0.000181578,-0.001903031,0.002070178,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/26/15,-0.000190728,0.001081958,-0.003079532,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/11/09,-0.000190847,0.000910567,0.000220722,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/28/09,-0.000193413,-0.002379472,-0.000226104,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/5/16,-0.000195416,-0.000915633,-0.000101072,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/5/23,-0.000197123,-0.004700044,0.003350932,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/11/13,-0.000198003,0.001938645,-0.000144913,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/7/07,-0.000198753,-0.00198911,-0.00016657,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/15/14,-0.000204138,-0.00020526,0.002960441,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/12/17,-0.000205511,0.001752528,-0.004698231,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/26/17,-0.000206843,0,0.000420238,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/22/09,-0.000209154,-0.002198018,0.000965064,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/27/21,-0.000215419,0.002048571,-0.002797894,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/15/08,-0.000221923,0.003523101,0.002229088,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/29/16,-0.000222511,9.09E-05,0.001606554,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/25/22,-0.000223748,0.002729585,-0.003691955,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/6/20,-0.000228332,-0.003833944,0.001138432,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/28/11,-0.000233056,-0.008838448,0.002512975,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/23/19,-0.000234751,0.001405915,-0.000969932,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/10/19,-0.000234798,0.006579019,-0.005857076,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/25/08,-0.000239021,-0.005218766,0.009248616,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/11/19,-0.000242221,0.000976243,-0.001567278,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/3/21,-0.00024276,-0.003682655,0.002783378,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/24/17,-0.000243127,-8.75E-05,0,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/21/17,-0.000246788,-0.003698389,0.002851209,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/27/19,-0.000247767,0.000286116,0,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/31/17,-0.000248266,-0.001512153,0.001678551,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/25/15,-0.000259107,0.004837209,-0.003598652,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/22/17,-0.000261358,0.000325485,-0.001206904,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/16/10,-0.000264951,-0.002197861,-0.00321915,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/19/07,-0.000271016,-0.000925723,-0.002140757,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/3/20,-0.00027245,0.001765939,-0.001484527,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/11/19,-0.000277444,0.000645669,-0.000793226,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/16/15,-0.000285221,-0.002528139,-0.000699618,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/28/21,-0.000287515,0.001277842,-0.002145535,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/19/19,-0.000288786,-0.004113922,0.002969354,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/21/22,-0.000292316,0.002278102,-0.001312137,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/29/19,-0.000297089,-0.001214847,-0.00025307,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/23/14,-0.000306295,0.000507836,-0.001543278,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/22/19,-0.000307738,0.000969894,-0.002055569,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/10/17,-0.000310039,-0.000339098,0.000310027,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/14/17,-0.00031977,0,-0.001691371,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/10/20,-0.000326991,-0.002619932,0.000186731,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/19/15,-0.000328812,-0.001930228,-0.001474428,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/17/21,-0.000331473,-0.012280699,0.010365293,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/15/15,-0.00033216,-0.00157299,-0.001185536,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/4/22,-0.000334935,0.010194449,-0.008216014,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/13/18,-0.000338842,-0.000694935,0,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/30/09,-0.000355647,-0.000171842,0.00080499,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/16/10,-0.000357018,-0.001884363,-0.000404529,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/1/16,-0.000361327,0.001209099,0.002315824,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/7/18,-0.000366462,-0.00395141,0.002588658,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/28/06,-0.000373902,0.002052467,0.002773038,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/14/16,-0.00037529,-0.005005407,-0.000579305,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/5/23,-0.000376793,-0.001964649,0.000506138,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/25/14,-0.000378281,-0.004781362,-0.002534104,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/31/12,-0.000380662,-0.000607181,0,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/24/18,-0.00038867,0.002483904,-0.002823532,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/17/06,-0.000389026,-0.002876617,-0.004918677,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/2/23,-0.000397746,-0.005574384,0.004723412,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/27/14,-0.000399052,0.000502387,-0.00223997,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/28/21,-0.00041016,-0.00251068,0.001067462,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/21/07,-0.000410849,-0.001050877,0.0007192,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/21/12,-0.000417492,0.000373535,1.48E-05,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/8/18,-0.000419908,-0.001611323,0.001077233,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/27/19,-0.000429526,-0.002306414,0.000826394,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/10/21,-0.000435656,0.001118449,-0.002072718,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/24/16,-0.000442807,-0.001448858,0.000810088,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/30/19,-0.000444301,0.000969894,-0.000770576,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/2/09,-0.000449189,0.000687907,0.001039319,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/22/17,-0.000452873,-0.002386696,0.000334312,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/27/12,-0.000454869,0.001660459,0.003787793,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/14/23,-0.000460109,-0.00190302,0.001831103,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/16/10,-0.000461789,-0.001403685,-0.002540598,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/4/12,-0.000468325,-0.006294026,0.001160239,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/19/16,-0.000468479,-0.003836976,0.001821289,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/16/07,-0.000479798,-0.000700892,-0.001621242,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/3/08,-0.000483044,0.000615426,-0.00155191,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/20/07,-0.000483645,0.002126378,0.002361245,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/13/12,-0.000496771,0.001150576,0.000759467,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/2/14,-0.000498299,-0.000702079,0.000960928,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/27/17,-0.000499054,-0.001011653,0.000613213,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/5/12,-0.00050013,-0.002151565,0.000920056,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/29/21,-0.000505124,-0.001834787,0.000893275,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/4/08,-0.000506571,-0.005259915,0.002617004,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/30/14,-0.000510835,-0.001530493,-0.000769529,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/18/10,-0.000512618,-0.001315487,-0.001548927,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/17/07,-0.000515931,0.000774797,0.001519223,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/3/14,-0.000517656,0.002589898,0.000335431,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/6/15,-0.000523362,0.003646814,-0.000969929,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/20/17,-0.000523771,0,-0.001805443,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/21/07,-0.000524137,0.002562489,0.005217548,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/10/06,-0.000527494,-0.001579109,-0.001164854,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/10/14,-0.000531104,0.001715734,0.000568524,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/2/15,-0.000535147,-0.001476921,-0.002581435,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/22/16,-0.000537262,-0.002560684,0.000907802,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/19/18,-0.000542886,0.001664466,-0.003061529,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/3/14,-0.000548303,0.002006836,-0.002346415,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/28/14,-0.00054965,-0.001003978,-0.000427636,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/4/11,-0.000550934,0.000305921,-0.003658089,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/20/06,-0.000562239,0.00011948,-0.001853857,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/29/07,-0.000563415,-0.001319353,0.000184956,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/26/12,-0.000565517,-0.0025397,0.002294926,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/31/17,-0.000566813,0.000782604,-0.002630362,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/9/23,-0.00056705,0,0,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/29/15,-0.000574581,-0.00162585,0.001463429,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/2/18,-0.000582749,0.002240811,-0.002084881,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/11/23,-0.000583046,-0.000228499,-0.000983932,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/2/06,-0.00058518,-0.001376531,0.001933517,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/6/21,-0.000590588,-0.001038439,-0.001713038,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/22/18,-0.000593485,-0.002242995,0.001615412,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/8/16,-0.00059591,0.001159978,-0.002167487,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/26/10,-0.000600173,0.001154183,-0.000973044,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/20/11,-0.000602399,0.006157974,-0.00260731,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/16/20,-0.000604098,0.003521122,-0.003263572,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/29/17,-0.000608475,0.008658004,-0.007916868,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/25/19,-0.000616228,-0.005732342,0.003910179,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/7/16,-0.000619794,-0.001998446,-0.001379283,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
