Date,spy,spyv,spyg,true label,1 ws,1 ld ,3 ws,3 ls,sc 1-ws,sc 1-ls,best,,,,,,,,,,,,,100,,,,,,,,
,,,,,,,,,,,Date,spy,spyv,spyg,true label,1 ws,1 ld ,3 ws,3 ls,sc 1-ws,sc 1-ls,,Date,SPY,SPYV,SPYG,1-WS,1-LS,3-WS,3-LS,SC 1-WS,SC 1-LS
1/14/11,0.007244526,0.008599749,0.005888797,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/15/19,0.007236317,0.007703462,0.006979405,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/8/21,0.007221965,0.009887081,0.004506853,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/4/14,0.007220454,0.005810068,0.007587279,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/9/13,0.007197372,0.00773366,0.007796905,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/4/12,0.007167955,0.012412518,0.006489942,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/2/18,0.00715721,0.006193278,0.008484681,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/23/19,0.007150268,0.008207059,0.005320439,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/18/14,0.007137865,0.006030706,0.010476463,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/28/22,0.007112978,0.000238197,0.013466662,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/11/19,0.007111185,0.00871467,0.006403922,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/11/07,0.007089918,0.004320658,0.004480829,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/19/06,0.0070518,0.003733788,0.00264063,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/25/23,0.007049788,0.006367735,0.007619768,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/28/19,0.0070417,0.009923874,0.005224474,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/4/19,0.007035599,0.005756882,0.007732101,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/23/10,0.007033456,0.007600548,0.00660638,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/13/07,0.007033097,0.011126857,0.003853311,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/18/16,0.007026915,0.008031687,0.006324189,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/8/10,0.007023224,0.005041554,0.007287432,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/10/23,0.007012873,0.007740442,0.006311707,value,Growth,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/4/14,0.007004721,0.007021061,0.010507847,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/1/20,0.007004634,0.001035223,0.009795105,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/20/13,0.006985812,0.008096281,0.00840046,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/1/06,0.006980549,-0.000277739,-0.003912525,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/7/12,0.006976105,0.009216834,0.005432399,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/26/12,0.006968555,0.009398427,0.006165483,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/3/20,0.006951989,0.002324846,0.009981124,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/11/11,0.006926301,0.007537409,0.007920072,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/30/11,0.006901162,0.007605462,0.005914903,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/3/17,0.006892825,0.010356219,0.005155224,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/15/14,0.006887562,0.006245889,0.007991854,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/5/21,0.006887251,0.007370272,0.006055007,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/29/15,0.006879026,0.007107607,0.006505248,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/13/20,0.00687717,0.00430643,0.010254126,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/16/19,0.006870369,0.008106784,0.00655651,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/17/12,0.00686715,0.006554224,0.007093243,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/26/09,0.006858696,0.000437621,0.004624407,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/26/13,0.006845329,0.004720103,0.006193905,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/16/07,0.006840566,0.005858217,0.008289198,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/14/09,0.006840219,0.003963288,0.012055317,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/1/10,0.006837675,0.004119014,-0.000194019,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/10/08,0.006815153,0.013817882,0.021234253,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/1/16,0.006811875,0.000717817,0.007759006,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/11/12,0.006808526,0.005715959,0.007138249,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/25/16,0.006782964,0.010074723,0.005469538,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/9/20,0.006780469,0.004310143,0.00985472,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/28/06,0.006779152,0.003773931,0.002925817,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/21/19,0.006779127,0.00806459,0.005655474,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/13/14,0.006768764,0.004654869,0.007878623,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/8/13,0.006767474,0.007052819,0.002409629,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/12/19,0.00676587,0.006129001,0.006613761,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/10/19,0.006763287,0.00832274,0.005486943,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/2/06,0.006759899,0.003078018,0.007733871,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/1/22,0.006756984,0.008000059,0.007384009,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/18/13,0.006754216,0.003873055,0.007292836,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/6/15,0.006733312,0.006966187,0.005584255,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/12/11,0.006733137,-0.000341684,0.01227074,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/31/07,0.00672298,0.006209838,0.010128829,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/29/11,0.006718623,0.001318122,0.005437792,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/17/09,0.006705297,0.011081713,0.00350199,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/26/19,0.006699932,0.005315988,0.008579377,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
4/29/13,0.006698469,0.006054764,0.007199198,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/1/14,0.006693119,0.004905441,0.010009963,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/6/20,0.00668465,0,0.011424155,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/4/10,0.006683476,0.005963432,0.011002118,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/17/13,0.006683344,0.009196849,0.007346635,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/6/09,0.006677443,0.00545477,0.010598883,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/13/16,0.006673922,0.006385222,0.008377288,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/5/18,0.006664053,0.003531262,0.009792144,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/1/14,0.006630599,0.003073833,0.009611815,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/13/19,0.00661907,0.006297606,0.00629617,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/7/08,0.006613717,0.010134066,0.010898188,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/3/12,0.006593077,0.005928484,0.007526815,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/13/23,0.006592917,0.007563187,0.006373747,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/11/23,0.006576623,0.006725371,0.006809361,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/27/06,0.00656839,0.008053598,0.00730933,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/9/10,0.006567273,0.006166971,0.006869132,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/14/07,0.006567191,0.008347068,0.007842101,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/24/23,0.00656208,0.007983366,0.004484193,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/6/10,0.006555418,-0.000744811,-0.004422364,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/10/08,0.006553861,0.010563734,0.005373258,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/21/17,0.006542857,0.004062286,0.008372304,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/8/22,0.00653636,0.006020919,0.006603578,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/27/11,0.006528714,0.00704928,0.00148038,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/23/10,0.006527982,0.006370103,0.008041756,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/5/14,0.006522225,0.005267374,0.007138036,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/12/18,0.006518726,0.006010716,0.007290519,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/11/09,0.006512414,0.008335813,0.015786022,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/21/23,0.006506332,0.000939197,0.011503776,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/19/17,0.006504233,0.008777585,0.006543178,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/6/19,0.006502702,0.006629045,0.0077684,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/7/17,0.006485164,0.003092546,0.00920159,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/12/11,0.006469911,-0.007133059,0.006621719,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/2/14,0.006463711,0.006008738,0.005048991,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/17/13,0.006460529,0.006429868,0.006517004,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/28/20,0.006459263,0.007053636,0.006309811,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/11/13,0.00644293,0.00524595,0.008910621,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/12/20,0.006442803,0.004829585,0.008017617,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/20/16,0.006439946,0.006858339,0.00521585,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/1/20,0.00642009,0.000662152,0.00917966,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/22/20,0.006415247,-0.001329811,0.011081938,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/24/17,0.006411485,0.009313633,0.005381085,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/30/14,0.00641041,0.00552202,0.007183412,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/9/23,0.006402189,0.005597447,0.006997636,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/4/06,0.006397397,0.007907055,0.006665247,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/14/07,0.006386756,0.004830514,0.006920048,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/14/18,0.00638011,0.006883086,0.0062449,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/20/22,0.006373153,-0.000796,0.013210381,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
4/29/21,0.006372938,0.008933275,0.004134906,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/11/23,0.006368508,0.010450433,0.003487772,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/29/10,0.006347565,0.004283381,0.008179433,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/17/16,0.00634419,0.008158816,0.00303811,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/28/23,0.006341376,0.006562051,0.005753664,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/18/17,0.006341212,0.006561675,0.007248752,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/21/10,0.006340422,0.006433078,0.00405534,value,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
8/5/21,0.00633289,0.006552485,0.005622376,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/6/18,0.006328562,0.006003925,0.007090227,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/3/18,0.006325306,0.003563076,0.008714274,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/20/16,0.006317239,0.006767158,0.005684067,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/5/08,0.006316243,0.00132958,0.006948236,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/5/14,0.006316041,0.007569026,0.004535462,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/16/11,0.006315262,0.006972245,0.006868616,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/2/15,0.006313694,0.001853547,0.008046567,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/20/07,0.006306325,-0.00072873,0.008792949,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/29/19,0.006305711,0.006648524,0.007036609,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
11/23/22,0.006301707,0.003236225,0.009880628,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/22/16,0.006301339,0.005470915,0.007699765,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/7/15,0.006288576,0.008731583,0.006062272,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/31/23,0.006280219,0.008959691,0.004166695,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/29/06,0.006268851,0.00642198,0.010033132,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
10/18/16,0.006262391,0.004748997,0.007370153,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/7/11,0.006252699,0.00882714,0.007151039,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/1/19,0.006243682,0.006640033,0.008255455,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/16/13,0.006231925,0.005686513,0.007401856,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/18/08,0.006230261,0.006873393,-0.000570029,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/10/21,0.006224753,0.012875475,0.000182258,value,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/23/21,0.006222014,0.00558686,0.006831212,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/1/12,0.006220433,0.014378127,0.007368605,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/7/11,0.006216014,0.004180734,0.003747615,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/5/20,0.006210892,0.005932846,0.005950897,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/27/16,0.006207859,0.002658049,0.007275906,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/22/19,0.006200001,0.003637711,0.008906265,growth,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/28/11,0.006197017,0.006990446,0.002529874,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/4/19,0.006170288,0.007458218,0.005702814,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/22/08,0.006158073,0.011034359,0.009705158,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/27/14,0.006146294,0.004397585,0.00611274,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/7/14,0.006141442,0.005328878,0.00663711,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/20/07,0.006121497,0.004810027,0.00314367,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/3/21,0.006105173,0.004861418,0.007558366,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/9/09,0.006096995,0.003937888,0.005630973,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/22/06,0.006095848,0.008328727,0.004333078,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/30/18,0.006095373,0.006993012,0.00905221,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/19/23,0.006080885,0.007367284,0.004782437,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/22/06,0.00606991,0.006044896,0.005345374,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/8/23,0.006048632,0.003104798,0.008741889,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/24/12,0.006043122,0.005905027,0.004690475,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/9/16,0.00604045,0.005960344,0.007189941,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/23/11,0.00602523,0.004523257,0.003737577,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/2/22,0.006019355,0,0.012618899,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/24/18,0.006018628,0.003864769,0.008071415,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
8/31/17,0.006015984,0.003444808,0.00761541,growth,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/5/16,0.006009005,0.005190413,0.006579164,growth,Growth,Value,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/20/15,0.006001005,0.001663264,0.007508359,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
7/6/16,0.005997577,0.004315298,0.006046842,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/3/16,0.005994782,0.009304916,-0.000213757,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
11/23/20,0.005994696,0.013077886,0.000956163,value,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/28/13,0.005988965,0.004032835,0.007710414,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/1/07,0.005982672,0.003798242,0.002005124,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/6/21,0.005978389,0.023705098,-0.008571893,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/11/11,0.0059705,0.008327274,0.006064541,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/1/06,0.005970471,0.003659047,0.00424528,growth,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
3/15/21,0.005963464,0.004196151,0.00773224,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/21/17,0.00595557,0.007388215,0.004995572,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
1/28/14,0.00595496,0.00380039,0.003138622,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
1/4/17,0.005949277,0.005697237,0.005658476,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/9/17,0.005932579,0.007493772,0.004653089,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
3/17/10,0.005927453,0.004626349,0.004863783,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
10/5/17,0.005925187,0.005093095,0.006657615,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/16/11,0.005918571,0.004107433,0.006841487,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
12/1/23,0.005915908,0.00900898,0.003657151,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
6/24/21,0.005915709,0.007148479,0.004680482,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/25/19,0.005915032,0.00660593,0.00670277,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/13/18,0.005914241,0.002556611,0.008207904,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
9/27/07,0.00591312,0.00341477,0.004576398,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/19/10,0.005906158,0.001794897,0.005986652,growth,Value,Growth,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
9/19/07,0.005903098,0.011235963,0.006161527,value,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
2/20/14,0.005900829,0.009027245,0.005829941,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
12/26/06,0.00589742,0.004710537,0.000937344,value,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/11/09,0.005896265,0.008080121,0.000851559,value,Growth,Value,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
2/18/10,0.005895186,0.004362571,0.009680973,growth,Value,Growth,Value,Growth,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
5/7/14,0.005889267,0.009433082,-0.000231167,value,Growth,Value,Growth,Value,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
6/27/13,0.005870295,0.007188259,0.006321736,value,Growth,Value,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
7/1/13,0.005859358,0.006452139,0.009221289,growth,Value,Growth,Value,Growth,Cash,SPY,,,,,,,,,,,,,,,,,,,,,,
5/15/19,0.005857762,0.001648624,0.00938386,growth,Value,Growth,Growth,Value,SPY,Cash,,,,,,,,,,,,,,,,,,,,,,
